,phi1_right,PHI_right,phi2_right,phi1_left,PHI_left,phi2_left,misorientation,mis_x_right,mis_y_right,mis_z_right,mis_x_left,mis_y_left,mis_z_left,Length,Trace,x_start,y_start,x_end,y_end,gbID_right,gbID_left,Sigma,Distance_Center,Void_id,x_junction,y_junction,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
87194,2.609,0.697,3.26,4.971,0.227,1.138,48.61,23.0,11.0,4.0,23.0,11.0,4.0,9.866,155.8,866.0,61.2,875.0,65.24,40.0,80.0,4.46372,5.437895423203047,10.0,874.8814009661836,65.23624320652173,0.4151322861438172,2.0,0.5017767992039093,1.0,1.0
87241,2.609,0.697,3.26,5.621,0.182,0.491,44.44,9.0,4.0,0.0,9.0,4.0,0.0,29.866,20.4,881.0,62.93,909.0,52.54,40.0,68.0,5.90714,6.224044920969991,10.0,874.8814009661836,65.23624320652173,6.465201352718103,2.0,0.5609333957395012,1.0,1.0
87267,5.033,0.754,0.763,0.067,0.595,0.44,61.92,17.0,17.0,8.0,17.0,17.0,8.0,10.583,19.1,889.0,1019.02,899.0,1015.56,2191.0,2272.0,5.67669,11.923275331283383,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.9
87303,1.102,0.626,5.432,4.768,0.412,0.851,50.39,-11.0,-11.0,13.0,-11.0,-11.0,13.0,26.102,43.3,902.0,499.99,921.0,482.09,1261.0,955.0,5.92164,13.663520391821919,4.0,-1.0,-1.0,-1.0,0.0,0.15284906433680848,1.0,0.9
87321,0.565,0.697,5.319,5.033,0.754,0.763,29.85,1.0,-21.0,-10.0,1.0,-21.0,-10.0,37.647,25.4,909.0,1010.94,943.0,994.77,2212.0,2191.0,4.10392,10.672842308177957,0.0,-1.0,-1.0,-1.0,0.0,0.03523249968621107,1.0,1.0
87322,0.565,0.697,5.319,0.067,0.595,0.44,37.07,-7.0,8.0,19.0,-7.0,8.0,19.0,10.583,100.9,909.0,1015.56,911.0,1025.95,2212.0,2272.0,5.77245,14.511149423410735,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.9
87354,4.55,0.583,1.583,3.018,0.394,3.61,51.97,7.0,-20.0,-18.0,7.0,-20.0,-18.0,14.0,60.0,921.0,464.77,928.0,452.64,902.0,1022.0,3.49275,11.344313672749939,4.0,913.2663786008229,475.1206597222224,13.320635735166649,2.0,0.6081249338658022,1.0,1.0
87360,1.102,0.626,5.432,3.018,0.394,3.61,47.65,-21.0,6.0,-5.0,-21.0,6.0,-5.0,15.875,160.9,924.0,479.2,939.0,484.4,1261.0,1022.0,5.77526,13.916966893707636,4.0,913.2663786008229,475.1206597222222,11.000778849780676,2.0,0.41029610983061415,1.0,1.0
88229,6.275,0.562,6.039,0.077,0.61,0.248,32.48,-1.0,-1.0,-12.0,-1.0,-1.0,-12.0,17.776,17.0,191.0,539.82,208.0,534.63,1143.0,1099.0,5.87986,17.947286910021507,5.0,219.15528716886325,530.4149593431122,12.2566496035974,2.0,0.3571521409670289,1.0,0.7
88241,5.623,0.751,1.174,6.275,0.562,6.039,45.85,-12.0,-11.0,-25.0,-12.0,-11.0,-25.0,22.121,6.0,195.0,560.61,217.0,558.3,1298.0,1143.0,5.86231,15.471255528678107,5.0,-1.0,-1.0,-1.0,0.0,0.16186074378162318,1.0,0.8
88283,0.445,0.548,5.613,0.077,0.61,0.248,36.87,-4.0,7.0,-23.0,-4.0,7.0,-23.0,5.033,6.6,215.0,532.89,220.0,532.32,1145.0,1099.0,5.66959,12.682443315859162,5.0,-1.0,-1.0,-1.0,0.0,0.11233002500887669,1.0,1.0
88313,0.152,0.642,5.903,0.077,0.61,0.248,32.67,1.0,2.0,-23.0,1.0,2.0,-23.0,27.495,169.1,229.0,532.89,256.0,538.09,1150.0,1099.0,3.99114,13.080704692685664,5.0,219.15528716886325,530.4149593431122,9.77940213653774,2.0,0.5094011774475345,1.0,1.0
88322,0.152,0.642,5.903,5.623,0.751,1.174,47.63,-6.0,9.0,13.0,-6.0,9.0,13.0,26.23,172.4,232.0,556.57,258.0,560.03,1150.0,1298.0,5.5892,15.243925090972299,5.0,-1.0,-1.0,-1.0,0.0,0.13139512656994007,1.0,0.9
88377,0.115,0.244,6.013,4.132,0.904,2.202,57.01,7.0,-7.0,3.0,7.0,-7.0,3.0,39.004,179.2,259.0,111.43,298.0,112.01,126.0,194.0,5.73008,11.82825587541918,8.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
89233,5.66,0.582,1.143,5.41,0.377,1.659,21.51,4.0,-5.0,-8.0,4.0,-5.0,-8.0,28.355,162.2,522.0,390.29,549.0,398.95,432.0,446.0,4.40193,10.676115030337721,7.0,558.1204103671706,401.58407888104836,9.780869436598392,2.0,0.4280261312257942,1.0,0.8
89235,5.321,0.67,1.295,5.41,0.377,1.659,30.44,-1.0,-17.0,-25.0,-1.0,-17.0,-25.0,27.055,3.7,523.0,404.72,550.0,402.99,499.0,446.0,4.6889,10.10821478212778,7.0,558.1204103671706,401.58407888104836,8.44026299530956,2.0,0.402614846061564,1.0,0.9
89281,3.784,1.004,2.182,5.66,0.582,1.143,29.88,15.0,10.0,-21.0,15.0,10.0,-21.0,29.484,161.7,538.0,376.43,566.0,385.67,400.0,432.0,5.84615,15.471255528678096,7.0,565.6565874730021,385.2978515625,0.0,3.0,0.20287186504816937,1.0,0.6
89355,5.668,0.403,0.771,5.314,0.494,1.101,10.17,7.0,16.0,-1.0,7.0,16.0,-1.0,6.928,90.0,550.0,648.94,550.0,655.87,1413.0,1402.0,5.91352,1.982130622280137,4.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
89425,5.66,0.582,1.143,5.331,0.666,1.016,25.54,4.0,5.0,12.0,4.0,5.0,12.0,8.718,96.6,566.0,385.67,567.0,394.33,432.0,439.0,5.56275,8.862970907931357,7.0,565.6565874730021,385.2978515625,0.0,3.0,0.23949300895937947,1.0,1.0
89426,5.331,0.666,1.016,3.784,1.004,2.182,29.39,-26.0,9.0,-8.0,-26.0,9.0,-8.0,22.121,6.0,566.0,385.67,588.0,383.36,439.0,400.0,5.90456,15.471255528678096,7.0,565.6565874730021,385.2978515625,0.0,3.0,0.04738374569881439,1.0,0.6
89427,5.331,0.666,1.016,3.784,1.004,2.182,29.39,-26.0,9.0,-8.0,-26.0,9.0,-8.0,31.177,150.0,588.0,383.36,615.0,398.95,439.0,400.0,5.87652,12.308182428340775,6.0,615.6182067596754,399.30215371621625,1.396874946261654,2.0,0.38367324201504666,1.0,0.9
89444,5.423,0.705,1.165,5.042,0.544,1.409,16.1,23.0,-8.0,6.0,23.0,-8.0,6.0,14.189,129.4,570.0,407.61,579.0,418.58,509.0,570.0,5.88245,12.596143462078823,7.0,-1.0,-1.0,-1.0,0.0,0.08882648242505774,1.0,0.7
89455,5.423,0.705,1.165,5.331,0.666,1.016,13.28,9.0,-1.0,28.0,9.0,-1.0,28.0,19.287,158.9,571.0,401.26,589.0,408.19,509.0,439.0,5.32434,11.661258119980076,7.0,-1.0,-1.0,-1.0,0.0,0.1401470046983707,1.0,0.7
89552,5.423,0.705,1.165,2.082,0.251,3.846,54.35,-5.0,4.0,-4.0,-5.0,4.0,-4.0,6.0,120.0,591.0,411.65,594.0,416.85,509.0,572.0,4.35327,16.654920346124268,6.0,-1.0,-1.0,-1.0,0.0,0.1429364859028927,1.0,0.6
89627,2.407,0.66,3.774,2.523,0.846,3.507,15.56,21.0,-2.0,19.0,21.0,-2.0,19.0,6.928,150.0,612.0,418.0,618.0,421.47,633.0,637.0,5.82861,8.724957728513894,6.0,-1.0,-1.0,-1.0,0.0,0.16502748345286214,1.0,1.0
89649,3.873,0.343,2.275,3.784,1.004,2.182,39.1,11.0,12.0,4.0,11.0,12.0,4.0,25.06,176.0,618.0,399.53,643.0,401.26,497.0,400.0,5.41113,13.78565917995808,6.0,615.6182067596754,399.3021537162162,2.354287219508339,2.0,0.22757481283230452,1.0,0.7
89661,4.458,0.361,1.557,3.873,0.343,2.275,14.91,11.0,-5.0,-10.0,11.0,-5.0,-10.0,5.033,113.4,621.0,408.19,623.0,412.81,583.0,497.0,5.90368,12.538300656906506,6.0,622.9451736168799,414.3910757211538,1.723838145009635,2.0,0.16090857961136903,1.0,0.9
89675,3.873,0.343,2.275,2.523,0.846,3.507,47.22,18.0,-19.0,-1.0,18.0,-19.0,-1.0,9.866,155.8,624.0,414.54,633.0,418.58,497.0,637.0,5.65688,15.98184199332668,6.0,622.9451736168799,414.39107572115387,0.36722248727820783,2.0,0.061500076449763595,1.0,0.7
90337,0.164,0.441,6.182,2.413,0.995,4.057,47.65,-15.0,-16.0,19.0,-15.0,-16.0,19.0,26.0,87.8,1.0,280.01,2.0,254.03,382.0,381.0,5.75411,5.365585760650267,5.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.8
90338,2.057,0.63,3.486,5.595,0.588,0.521,48.21,11.0,20.0,-1.0,11.0,20.0,-1.0,13.317,85.7,1.0,301.95,2.0,288.68,405.0,407.0,4.6834,3.03515625,5.0,1.588580931263857,287.1671697443182,1.1747062670787405,2.0,0.13984598417604055,1.0,0.9
90424,0.164,0.441,6.182,5.595,0.588,0.521,25.83,-3.0,27.0,8.0,-3.0,27.0,8.0,4.619,30.0,3.0,286.94,7.0,284.63,382.0,407.0,5.70933,1.697136615968084,5.0,1.588580931263857,287.1671697443182,0.772015467945229,2.0,0.38775174546764785,1.0,1.0
90441,5.661,0.439,0.68,5.595,0.588,0.521,15.12,-12.0,13.0,25.0,-12.0,13.0,25.0,37.166,165.6,7.0,284.63,43.0,293.87,397.0,407.0,4.47564,5.372150212218817,5.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.9
91001,4.823,0.188,1.532,6.188,0.49,0.348,28.82,-25.0,-3.0,-7.0,-25.0,-3.0,-7.0,8.718,143.4,205.0,390.87,212.0,396.06,834.0,836.0,5.86359,4.621257041270117,2.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
91404,1.761,0.73,5.061,1.66,0.627,5.365,14.61,-1.0,14.0,-26.0,-1.0,14.0,-26.0,6.0,180.0,317.0,353.92,323.0,353.92,557.0,558.0,2.79209,1.073773797943821,3.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
92042,0.281,0.428,6.025,1.538,0.604,4.093,55.58,4.0,-19.0,-23.0,4.0,-19.0,-23.0,29.462,10.2,530.0,548.48,559.0,543.29,1468.0,1225.0,3.27893,4.090693897128714,1.0,560.327289461574,542.1834187057783,1.9385550641175042,2.0,0.2996011552769451,1.0,1.0
92160,0.281,0.428,6.025,1.538,0.604,4.093,55.58,4.0,-19.0,-23.0,4.0,-19.0,-23.0,9.866,24.2,567.0,539.82,576.0,535.78,1468.0,1225.0,5.06376,4.804508212668286,1.0,560.327289461574,542.1834187057783,6.987007495838855,2.0,0.5242472559395245,1.0,1.0
92530,5.809,0.899,1.021,5.359,0.84,1.247,20.3,25.0,7.0,5.0,25.0,7.0,5.0,39.85,88.6,1.0,1838.86,2.0,1799.02,4530.0,4534.0,4.57648,11.039357781781966,1.0,-1.0,-1.0,-1.0,0.0,0.13604546524355945,1,0.8
92531,5.53,0.552,1.354,4.004,0.051,2.035,52.45,-1.0,-18.0,-23.0,-1.0,-18.0,-23.0,15.621,86.3,1.0,1864.26,2.0,1848.68,4583.0,4612.0,4.83563,6.172021580924987,1.0,-1.0,-1.0,-1.0,0.0,0.6111554004707523,1,0.9
92600,2.597,0.782,3.933,2.788,0.194,3.643,34.51,-19.0,20.0,5.0,-19.0,20.0,5.0,15.011,177.8,2.0,1121.21,17.0,1121.79,2912.0,3280.0,5.29606,8.72826214115375,5.0,19.518304431599272,1119.97265625,3.903660886319887,0.0,0.8001565886868711,1,0.9
92679,4.126,0.564,1.661,2.788,0.194,3.643,50.51,-1.0,-14.0,-17.0,-1.0,-14.0,-17.0,36.055,46.1,6.0,1165.09,31.0,1139.11,3401.0,3280.0,5.87917,14.86046066962167,5.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.6
92735,5.809,0.899,1.021,5.469,0.621,1.372,21.49,13.0,-7.0,-4.0,13.0,-7.0,-4.0,13.317,85.7,13.0,1846.94,14.0,1833.66,4530.0,4543.0,4.86973,3.903660886319846,1.0,-1.0,-1.0,-1.0,0.0,0.48192963877435907,1,1.0
92736,5.809,0.899,1.021,5.469,0.621,1.372,21.49,13.0,-7.0,-4.0,13.0,-7.0,-4.0,26.102,54.9,14.0,1833.66,29.0,1812.3,4530.0,4543.0,5.25131,14.86046066962167,1.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.7
92782,5.469,0.621,1.372,2.663,0.804,3.503,43.23,-16.0,1.0,-13.0,-16.0,1.0,-13.0,16.166,171.8,21.0,1857.34,37.0,1859.65,4543.0,4668.0,5.80218,15.242175270716,1.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.7
92786,3.204,0.708,3.402,1.639,0.509,4.122,59.61,1.0,1.0,-1.0,1.0,1.0,-1.0,19.731,144.2,22.0,714.76,38.0,726.31,1997.0,1973.0,5.8759,3.90234375,13.0,-1.0,-1.0,-1.0,0.0,0.6723273224720457,1,1.0
92787,2.597,0.782,3.933,0.011,0.604,5.731,32.97,10.0,-11.0,25.0,10.0,-11.0,25.0,18.0,60.0,22.0,1117.75,31.0,1102.16,2912.0,3100.0,5.8021,8.045047485969372,5.0,19.518304431599272,1119.97265625,4.363247508680863,0.0,0.6095799785028007,1,1.0
92842,4.126,0.564,1.661,0.552,0.723,5.672,46.91,-18.0,12.0,7.0,-18.0,12.0,7.0,10.583,160.9,31.0,1139.11,41.0,1142.58,3401.0,3282.0,5.86353,14.86046066962167,5.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.6
92860,0.011,0.604,5.731,0.85,0.869,5.418,39.52,6.0,-20.0,-11.0,6.0,-20.0,-11.0,11.719,99.8,34.0,1106.2,36.0,1117.75,3100.0,3005.0,5.37176,14.073388426782916,5.0,35.783558124598585,1119.97265625,3.956207819045943,0.0,0.44103054975206457,1,0.8
92861,0.85,0.869,5.418,5.833,0.779,1.074,59.67,19.0,-13.0,-13.0,19.0,-13.0,-13.0,18.147,52.7,34.0,1106.2,45.0,1091.77,3005.0,2986.0,5.02056,21.81623754340441,5.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.4
92877,0.85,0.869,5.418,0.552,0.723,5.672,14.94,-4.0,29.0,-5.0,-4.0,29.0,-5.0,24.685,166.5,36.0,1117.75,60.0,1123.52,3005.0,3282.0,5.02289,14.073388426782916,5.0,-1.0,-1.0,-1.0,0.0,0.043750363458730915,1,0.8
92917,4.126,0.564,1.661,5.47,0.776,1.467,58.77,-9.0,-6.0,8.0,-9.0,-6.0,8.0,13.013,117.5,41.0,1142.58,47.0,1154.12,3401.0,3374.0,5.89806,24.838555009009426,5.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.4
92926,1.639,0.509,4.122,2.54,0.586,4.382,39.99,2.0,4.0,5.0,2.0,4.0,5.0,11.719,80.2,42.0,722.84,44.0,711.3,1973.0,1986.0,5.12349,8.726495017361765,13.0,-1.0,-1.0,-1.0,0.0,0.0,1,1.0
93378,5.271,0.703,0.283,6.193,0.47,6.226,40.15,6.0,-20.0,-17.0,6.0,-20.0,-17.0,35.553,163.0,116.0,982.65,150.0,993.04,2684.0,2736.0,5.90354,6.172021580924993,10.0,-1.0,-1.0,-1.0,0.0,0.6509744000926534,1,1.0
93421,0.131,0.192,0.159,2.038,0.209,4.38,21.16,17.0,-15.0,12.0,17.0,-15.0,12.0,27.301,156.3,121.0,582.55,146.0,593.52,1221.0,1293.0,5.87242,53.307428874964295,14.0,-1.0,-1.0,-1.0,0.0,0.0034978212480012575,1,0.05
93535,4.671,0.753,2.49,2.038,0.209,4.38,56.39,5.0,19.0,22.0,5.0,19.0,22.0,13.317,25.7,138.0,614.3,150.0,608.53,1496.0,1293.0,5.61865,45.56548920709749,14.0,148.33911368015416,606.814453125,0.0,3.0,0.1804467742656105,1,0.05
93565,5.55,0.835,1.403,0.961,0.558,5.667,43.24,8.0,19.0,19.0,8.0,19.0,19.0,27.154,32.1,142.0,676.65,165.0,662.22,1916.0,1888.0,5.917,55.22719220416646,14.0,170.34156594850248,657.7223011363636,7.394556154639543,2.0,0.1389954164405929,1,0.05
93592,2.038,0.209,4.38,5.725,0.198,0.754,22.8,-9.0,14.0,-3.0,-9.0,14.0,-3.0,15.535,104.9,146.0,593.52,150.0,608.53,1293.0,1282.0,4.75784,45.56548920709749,14.0,148.33911368015416,606.814453125,0.0,3.0,0.2919894221682509,1,0.05
93593,5.725,0.198,0.754,0.131,0.192,0.159,8.88,-7.0,-16.0,-11.0,-7.0,-16.0,-11.0,18.903,42.2,146.0,593.52,160.0,580.81,1282.0,1221.0,5.87627,49.67711001801885,14.0,158.09826589595377,579.498046875,0.0,2.0,0.3554292586203769,1,0.05
93617,5.725,0.198,0.754,4.671,0.753,2.49,57.1,14.0,13.0,-20.0,14.0,13.0,-20.0,17.474,133.4,150.0,608.53,162.0,621.23,1282.0,1496.0,5.9179,33.69347423402005,14.0,148.33911368015416,606.814453125,0.0,3.0,0.32843138909344716,1,0.5
93634,6.282,0.41,0.056,6.193,0.47,6.226,11.76,-8.0,5.0,26.0,-8.0,5.0,26.0,23.065,42.5,151.0,1017.87,168.0,1002.28,2828.0,2736.0,5.85254,15.73485331473107,9.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.9
93648,0.961,0.558,5.667,0.199,0.859,5.797,41.75,-11.0,6.0,10.0,-11.0,6.0,10.0,10.583,160.9,154.0,652.41,164.0,655.87,1888.0,1801.0,5.6523,50.359587778040414,14.0,170.34156594850248,657.7223011363636,6.733114451918249,2.0,0.20653153442739172,1,0.05
93683,0.131,0.192,0.159,3.75,0.327,1.974,50.78,14.0,-3.0,-20.0,14.0,-3.0,-20.0,13.317,94.3,159.0,567.54,160.0,580.81,1221.0,1250.0,5.68264,49.67711001801885,14.0,-1.0,-1.0,-1.0,0.0,0.10755369585985013,1,0.05
93697,3.75,0.327,1.974,5.725,0.198,0.754,48.36,-13.0,-5.0,-22.0,-13.0,-5.0,-22.0,15.1,126.6,160.0,580.81,169.0,592.94,1250.0,1282.0,4.77958,34.52604573476171,14.0,158.09826589595377,579.498046875,0.0,2.0,0.2839135601928383,1,0.5
93698,3.75,0.327,1.974,5.725,0.198,0.754,48.36,-13.0,-5.0,-22.0,-13.0,-5.0,-22.0,17.01,160.2,169.0,592.94,185.0,598.71,1250.0,1282.0,5.88212,20.09014331756294,14.0,-1.0,-1.0,-1.0,0.0,0.3197107617339816,1,0.9
93712,4.09,0.636,2.005,3.75,0.327,1.974,27.46,1.0,-20.0,19.0,1.0,-20.0,19.0,28.0,180.0,162.0,566.96,190.0,566.96,1159.0,1250.0,2.37318,48.93524672395929,14.0,-1.0,-1.0,-1.0,0.0,0.32568769220000415,1,0.05
93723,5.584,0.671,0.96,0.199,0.859,5.797,56.74,-9.0,-16.0,21.0,-9.0,-16.0,21.0,24.685,46.5,164.0,655.87,181.0,637.97,1864.0,1801.0,5.87542,25.44264404192616,14.0,-1.0,-1.0,-1.0,0.0,0.4640268981210955,1,0.7
93749,6.282,0.41,0.056,5.271,0.703,0.283,49.94,-5.0,17.0,19.0,-5.0,17.0,19.0,34.699,153.3,168.0,1002.28,199.0,1017.87,2828.0,2684.0,5.87161,15.73485331473107,10.0,-1.0,-1.0,-1.0,0.0,0.0,1,1.0
93864,5.271,0.703,0.283,2.962,0.77,3.741,31.98,-14.0,19.0,-10.0,-14.0,19.0,-10.0,25.482,94.5,189.0,962.44,191.0,987.85,2684.0,2698.0,5.00374,9.757966921119008,9.0,-1.0,-1.0,-1.0,0.0,0.22221374433498736,1,1.0
93875,4.09,0.636,2.005,3.713,0.547,2.256,13.51,17.0,-24.0,8.0,17.0,-24.0,8.0,40.216,45.9,190.0,566.96,218.0,538.09,1159.0,1202.0,4.97022,48.93524672395929,14.0,182.0081888246627,573.6793736049108,10.725265501599898,1.0,0.2584240384282235,1,0.05
93877,5.881,0.349,0.611,5.584,0.671,0.96,20.65,-10.0,27.0,-7.0,-10.0,27.0,-7.0,22.301,160.3,190.0,636.24,211.0,643.75,1809.0,1864.0,5.82469,21.815000396426687,14.0,-1.0,-1.0,-1.0,0.0,0.41921933220381663,1,0.8
93886,3.75,0.327,1.974,2.024,0.383,4.343,50.45,1.0,-19.0,-24.0,1.0,-19.0,-24.0,25.325,69.2,191.0,599.87,200.0,576.2,1250.0,1266.0,5.90721,16.09009497193875,14.0,199.36876162473408,574.9189961163296,0.7331358680443256,2.0,0.48978239791896183,1,1.0
93940,5.271,0.703,0.283,1.446,0.732,4.112,50.28,-11.0,-11.0,17.0,-11.0,-11.0,17.0,23.065,137.5,199.0,993.62,216.0,1009.21,2684.0,2774.0,4.23314,15.614643545279392,9.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.9
93941,1.446,0.732,4.112,2.962,0.77,3.741,47.59,-11.0,-13.0,12.0,-11.0,-13.0,12.0,33.045,177.0,199.0,993.62,232.0,995.35,2774.0,2698.0,5.64533,15.614643545279392,9.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.9
93951,5.642,0.508,0.569,5.524,0.85,1.025,28.79,-9.0,14.0,-17.0,-9.0,14.0,-17.0,27.592,19.6,201.0,172.63,227.0,163.39,417.0,207.0,5.85308,19.898385283597392,19.0,-1.0,-1.0,-1.0,0.0,0.0,1,1.0
93996,3.713,0.547,2.256,6.068,0.613,0.455,37.18,20.0,5.0,-16.0,20.0,5.0,-16.0,28.095,175.3,209.0,575.62,237.0,577.93,1202.0,1261.0,5.08852,42.03148542893221,14.0,199.36876162473408,574.9189961163296,9.501225029039185,2.0,0.37483649884591985,1,0.1
93997,6.068,0.613,0.455,2.024,0.383,4.343,53.17,14.0,-12.0,5.0,14.0,-12.0,5.0,20.298,170.2,209.0,575.62,229.0,579.08,1261.0,1266.0,5.87503,42.03148542893221,14.0,-1.0,-1.0,-1.0,0.0,0.3815241265853496,1,0.1
94069,2.931,0.554,3.539,5.584,0.671,0.96,54.87,15.0,13.0,14.0,15.0,13.0,14.0,21.633,166.1,219.0,634.51,240.0,639.7,1595.0,1864.0,5.81179,32.00838452505923,14.0,-1.0,-1.0,-1.0,0.0,0.19684188248042805,1,0.6
94100,2.024,0.383,4.343,5.493,0.809,1.073,43.57,-9.0,-19.0,-21.0,-9.0,-19.0,-21.0,18.583,45.6,223.0,599.87,236.0,586.59,1266.0,1317.0,5.69061,33.178638543962926,14.0,-1.0,-1.0,-1.0,0.0,0.3493199421120247,1,0.6
94133,1.042,0.554,5.073,5.642,0.508,0.569,46.45,-8.0,28.0,-9.0,-8.0,28.0,-9.0,21.633,166.1,227.0,163.39,248.0,168.59,373.0,417.0,5.42818,19.898385283597392,19.0,-1.0,-1.0,-1.0,0.0,0.0,1,1.0
94160,5.493,0.809,1.073,2.931,0.554,3.539,59.47,10.0,9.0,-11.0,10.0,9.0,-11.0,23.861,142.8,231.0,613.72,250.0,628.16,1317.0,1595.0,5.8526,37.1360722498913,14.0,-1.0,-1.0,-1.0,0.0,0.1611757004110055,1,0.2
94186,1.982,0.647,3.729,1.472,0.669,4.851,44.53,-9.0,-5.0,-23.0,-9.0,-5.0,-23.0,24.331,154.7,235.0,128.75,257.0,139.14,191.0,242.0,5.77803,19.514089851414447,19.0,-1.0,-1.0,-1.0,0.0,0.11857011067517698,1,1.0
94200,0.972,0.356,5.168,5.493,0.809,1.073,50.62,4.0,-17.0,-16.0,4.0,-17.0,-16.0,28.937,146.0,237.0,586.01,261.0,602.18,1255.0,1317.0,5.53072,51.96593014143378,14.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.05
94225,2.931,0.554,3.539,2.646,0.388,3.727,12.57,-28.0,-5.0,9.0,-28.0,-5.0,9.0,15.275,49.1,240.0,639.7,250.0,628.16,1595.0,1770.0,5.83603,50.63120561929535,14.0,238.1233140655106,638.033203125,0.0,2.0,0.0,1,0.05
94226,2.646,0.388,3.727,5.584,0.671,0.96,60.24,-12.0,-21.0,-17.0,-12.0,-21.0,-17.0,20.232,152.8,240.0,639.7,258.0,648.94,1770.0,1864.0,5.84084,50.63120561929535,14.0,238.1233140655106,638.033203125,0.0,2.0,0.0,1,0.05
94242,1.042,0.554,5.073,4.974,0.777,0.773,30.65,-19.0,-21.0,-7.0,-19.0,-21.0,-7.0,14.422,133.9,243.0,148.38,253.0,158.77,373.0,300.0,4.99284,20.377140453378274,19.0,242.02697495183043,148.28906249999997,4.0194366942304644e-14,2.0,1.9140174734430784e-15,1,1.0
94243,4.974,0.777,0.773,1.472,0.669,4.851,34.21,3.0,8.0,-25.0,3.0,8.0,-25.0,16.773,33.4,243.0,148.38,257.0,139.14,300.0,242.0,5.87528,20.377140453378274,19.0,242.02697495183043,148.28906249999997,4.0194366942304644e-14,2.0,1.9140174734430784e-15,1,1.0
94244,3.713,0.547,2.256,3.424,0.806,2.317,20.37,24.0,6.0,13.0,24.0,6.0,13.0,22.03,84.8,243.0,572.15,245.0,550.21,1202.0,1191.0,4.71348,64.98960682448781,14.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.05
94271,6.28,0.229,6.222,2.951,0.644,3.407,41.67,-29.0,-7.0,0.0,-29.0,-7.0,0.0,23.007,178.6,248.0,393.75,271.0,394.33,650.0,705.0,5.80603,7.807321772639682,17.0,272.87229539783317,394.45658299180326,3.5341987336155043,2.0,0.7415891826525011,1,0.9
94322,4.897,0.608,0.637,2.454,0.448,4.225,37.67,-25.0,5.0,13.0,-25.0,5.0,13.0,24.98,163.9,253.0,1174.91,277.0,1181.84,3390.0,3444.0,5.60095,37.0321294855499,3.0,-1.0,-1.0,-1.0,0.0,0.05252379508591561,1,0.6
94323,4.897,0.608,0.637,2.454,0.448,4.225,37.67,-25.0,5.0,13.0,-25.0,5.0,13.0,15.874,139.1,277.0,1181.84,289.0,1192.23,3390.0,3444.0,5.89268,21.47013487475914,3.0,294.2671426952283,1196.7898010766805,7.106248435298087,2.0,0.6079166011057464,1,0.9
94371,2.454,0.448,4.225,1.214,0.044,5.314,26.19,-17.0,22.0,9.0,-17.0,22.0,9.0,27.592,19.6,265.0,1208.39,291.0,1199.16,3444.0,3672.0,5.89738,20.377140453378274,3.0,294.2671426952283,1196.7898010766805,3.6573451531040706,2.0,0.5285427579072971,1,1.0
94373,1.214,0.044,5.314,1.447,0.203,4.999,10.38,-7.0,-26.0,14.0,-7.0,-26.0,14.0,23.861,37.2,283.0,1229.18,302.0,1214.74,3672.0,3837.0,5.62558,23.57746224579437,3.0,307.92363578511976,1208.4914170011468,8.96075067731655,1.0,0.6138175096039674,1,0.8
94430,6.28,0.229,6.222,3.686,0.872,2.038,58.24,-6.0,-13.0,-12.0,-6.0,-13.0,-12.0,20.429,81.6,274.0,390.29,277.0,370.08,650.0,661.0,5.88404,5.519678890890999,17.0,272.87229539783317,394.4565829918035,4.239630963914295,2.0,0.6962737114716286,1,1.0
94494,3.686,0.872,2.038,2.951,0.644,3.407,52.7,7.0,-7.0,13.0,7.0,-7.0,13.0,15.144,157.6,284.0,400.68,298.0,406.45,661.0,705.0,5.188,8.279518336336478,17.0,-1.0,-1.0,-1.0,0.0,0.0711250425286986,1,0.9
94593,1.447,0.203,4.999,5.97,0.559,0.489,36.14,-19.0,20.0,-3.0,-19.0,20.0,-3.0,22.03,144.8,302.0,1214.74,320.0,1227.45,3837.0,3690.0,5.8623,23.57746224579437,3.0,-1.0,-1.0,-1.0,0.0,0.5829382337837622,1,0.8
